City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
222,Ndele,CF,2021-05-17 13:12:56,8.4109,20.6473,85.5,54,100,1.28
223,Ulladulla,AU,2021-05-17 13:12:56,-35.35,150.4667,53.01,66,90,6.91
224,Cherskiy,RU,2021-05-17 13:12:57,68.75,161.3,30.92,85,15,6.93
225,North Bend,US,2021-05-17 13:12:57,43.4065,-124.2243,50.0,93,90,2.01
226,Bomet,KE,2021-05-17 13:12:57,-0.7813,35.3416,61.57,94,100,3.27
227,Sao Filipe,CV,2021-05-17 13:12:58,14.8961,-24.4956,75.38,69,77,13.65
228,Kulhudhuffushi,MV,2021-05-17 13:12:58,6.6221,73.07,84.63,74,6,16.89
229,Melilla,ES,2021-05-17 13:12:59,35.2937,-2.9383,87.8,36,0,12.66
230,Bambous Virieux,MU,2021-05-17 13:12:59,-20.3428,57.7575,80.6,65,40,13.8
231,Margate,GB,2021-05-17 13:13:00,51.3813,1.3862,60.01,60,80,1.99
232,Abha,SA,2021-05-17 13:13:00,18.2164,42.5053,84.2,23,20,6.91
233,Poya,NC,2021-05-17 13:13:01,-21.35,165.15,72.09,80,64,6.73
234,Vila Velha,BR,2021-05-17 13:10:09,-20.3297,-40.2925,77.0,61,40,4.61
235,Sumbe,AO,2021-05-17 13:13:01,-11.2061,13.8437,82.4,64,0,6.91
236,Ende,ID,2021-05-17 13:13:02,-8.8432,121.6623,76.89,86,77,1.66
237,Hami,CN,2021-05-17 13:13:02,42.8,93.45,70.66,26,98,18.07
238,Matadi,CD,2021-05-17 13:13:03,-5.8167,13.45,91.27,54,24,5.06
239,Saly,HU,2021-05-17 13:13:03,47.95,20.6667,57.47,91,100,6.13
240,Omboue,GA,2021-05-17 13:13:04,-1.5746,9.2618,82.96,76,71,5.57
241,Riyadh,SA,2021-05-17 13:13:04,24.6877,46.7219,105.8,7,0,16.11
242,Mnogovershinnyy,RU,2021-05-17 13:13:05,53.9353,139.9242,33.42,89,98,4.07
243,Mar Del Plata,AR,2021-05-17 13:12:04,-38.0023,-57.5575,59.0,93,75,4.61
244,Nemuro,JP,2021-05-17 13:13:05,43.3236,145.575,42.58,95,100,13.15
245,Skibbereen,IE,2021-05-17 13:13:06,51.55,-9.2667,51.8,76,75,10.36
246,Dukat,RU,2021-05-17 13:13:07,62.55,155.55,17.78,96,99,4.36
247,Matay,EG,2021-05-17 13:13:07,28.419,30.7792,91.44,16,0,12.73
248,Maldonado,UY,2021-05-17 13:13:08,-34.6667,-54.9167,55.4,94,75,3.44
249,Egvekinot,RU,2021-05-17 13:13:08,66.3167,-179.1667,25.38,86,100,1.1
250,Chuy,UY,2021-05-17 13:13:09,-33.6971,-53.4616,56.98,59,0,6.2
251,Altamira,BR,2021-05-17 13:13:09,-3.2033,-52.2064,77.0,94,90,3.44
252,Mazagao,BR,2021-05-17 13:13:10,-0.115,-51.2894,82.4,83,75,2.3
253,Odweyne,SO,2021-05-17 13:13:10,9.4092,45.064,93.51,20,90,11.95
254,Tura,IN,2021-05-17 13:13:11,25.5198,90.2201,82.36,68,95,2.26
255,Lahij,YE,2021-05-17 13:13:11,13.1667,44.5833,96.96,33,39,14.74
256,Yuryev-Polskiy,RU,2021-05-17 13:13:12,56.5,39.6833,76.55,64,22,10.27
257,East London,ZA,2021-05-17 13:13:12,-33.0153,27.9116,64.4,55,0,12.66
258,Mahibadhoo,MV,2021-05-17 13:13:13,3.7833,72.9667,84.76,75,12,12.08
259,Togur,RU,2021-05-17 13:13:13,58.3631,82.8265,55.24,73,49,4.18
260,Thompson,CA,2021-05-17 13:13:13,55.7435,-97.8558,26.6,80,90,2.3
261,Celestun,MX,2021-05-17 13:13:14,20.8667,-90.4,78.31,80,100,12.12
262,Port Macquarie,AU,2021-05-17 13:13:15,-31.4333,152.9167,51.01,90,22,1.99
263,Ancud,CL,2021-05-17 13:13:15,-41.8697,-73.8203,48.99,93,75,8.05
264,Neiafu,TO,2021-05-17 13:13:16,-18.65,-173.9833,78.8,89,40,5.75
265,Havoysund,NO,2021-05-17 13:13:17,70.9963,24.6622,46.4,76,40,4.61
266,Contamana,PE,2021-05-17 13:13:17,-7.3333,-75.0167,74.95,94,45,1.21
267,Hirara,JP,2021-05-17 13:13:18,24.8,125.2833,80.35,90,100,12.19
268,Lavrentiya,RU,2021-05-17 13:13:18,65.5833,-171.0,28.31,95,100,0.81
269,Punta Cardon,VE,2021-05-17 13:13:19,11.6581,-70.215,81.23,74,24,25.77
270,Luderitz,NA,2021-05-17 13:13:19,-26.6481,15.1594,72.54,48,7,14.56
271,Nantucket,US,2021-05-17 13:13:20,41.2835,-70.0995,66.2,59,75,4.61
272,Puerto Madryn,AR,2021-05-17 13:13:20,-42.7692,-65.0385,33.8,100,40,2.3
273,Broken Hill,AU,2021-05-17 13:13:21,-31.95,141.4333,46.4,71,0,3.89
274,Rorvik,NO,2021-05-17 13:13:21,64.8621,11.2373,47.7,85,100,11.99
275,Dolzhanskaya,RU,2021-05-17 13:13:22,46.6311,37.8039,62.44,88,100,15.32
276,Santa Clara,CU,2021-05-17 13:13:22,22.4,-79.9667,75.2,94,75,11.5
277,Klaksvik,FO,2021-05-17 13:13:23,62.2266,-6.589,48.2,76,90,16.11
278,Kantemirovka,RU,2021-05-17 13:13:23,49.7089,39.8592,80.82,45,0,14.36
279,Jardim,BR,2021-05-17 13:08:49,-21.4803,-56.1381,80.91,40,48,5.46
280,Zhob,PK,2021-05-17 13:13:24,31.3411,69.4481,76.96,29,87,5.46
281,Olavarria,AR,2021-05-17 13:13:25,-36.8927,-60.3225,45.0,91,64,1.99
282,Cabinda,AO,2021-05-17 13:13:25,-5.55,12.2,86.0,74,75,6.91
283,Nisia Floresta,BR,2021-05-17 13:13:26,-6.0911,-35.2086,82.4,74,40,13.8
284,Tibati,CM,2021-05-17 13:13:26,6.4667,12.6333,78.46,69,90,2.46
285,Soyo,AO,2021-05-17 13:13:27,-6.1349,12.3689,86.0,74,75,6.91
286,Mitsamiouli,KM,2021-05-17 13:13:27,-11.3847,43.2844,81.37,70,50,6.98
287,Buchanan,LR,2021-05-17 13:13:27,5.8808,-10.0467,87.8,70,75,8.05
288,Sisimiut,GL,2021-05-17 13:13:28,66.9395,-53.6735,37.69,56,15,5.7
289,Sao Joao Da Barra,BR,2021-05-17 13:13:28,-21.6403,-41.0511,77.0,65,0,11.5
290,Yerbogachen,RU,2021-05-17 13:13:29,61.2767,108.0108,28.69,46,99,9.82
291,Kodiak,US,2021-05-17 13:08:57,57.79,-152.4072,32.0,93,20,6.91
292,Haicheng,CN,2021-05-17 13:13:30,40.8516,122.7475,63.81,32,86,6.46
